timestamp,download_bytes,upload_bytes,download_speed,upload_speed,active_app,active_connections
2025-02-16 12:58:47,104282559,10600456,54.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:48,104282815,10604787,256.0,4331.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:49,104282957,10604946,142.0,159.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:50,104283302,10609331,345.0,4385.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:51,104283302,10609331,0.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:52,104283563,10613697,261.0,4366.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:53,104283563,10613697,0.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:54,104283819,10618028,256.0,4331.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:55,104283977,10618082,158.0,54.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:56,104284233,10622413,256.0,4331.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:57,104284275,10622455,42.0,42.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:58,104284590,10626821,315.0,4366.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:58:59,104284590,10626821,0.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:00,104284905,10633164,315.0,6343.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:01,104284905,10633164,0.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:02,104284905,10633164,0.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:03,104285215,10637530,310.0,4366.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:04,104285215,10637530,0.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:05,104285476,10641861,261.0,4331.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:06,104285476,10641861,0.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:07,104285787,10648260,311.0,6399.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:09,104285853,10648260,66.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:10,104286253,10696083,400.0,47823.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:11,104297627,10703108,11374.0,7025.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:12,104412081,10707218,114454.0,4110.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:13,104465690,10716075,53609.0,8857.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:14,104530379,10774310,64689.0,58235.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:15,104532760,10774580,2381.0,270.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:16,104532814,10782344,54.0,7764.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:17,104533250,10782433,436.0,89.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:18,104533715,10782703,465.0,270.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:19,104542890,10787459,9175.0,4756.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:20,104640402,10791016,97512.0,3557.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:21,104680292,10796582,39890.0,5566.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:22,104680292,10796582,0.0,0.0,Code.exe,"msedge.exe,WhatsApp.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:23,104681638,10806686,1346.0,10104.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:24,104687431,10809587,5793.0,2901.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:25,104687967,10814707,536.0,5120.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:26,104694957,10818072,6990.0,3365.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:27,104701766,10834768,6809.0,16696.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:28,104702541,10835020,775.0,252.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:29,104702541,10835020,0.0,0.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:30,104702857,10839491,316.0,4471.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:31,104702999,10839545,142.0,54.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:32,104703263,10843876,264.0,4331.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:33,104703263,10843876,0.0,0.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:34,104703523,10848207,260.0,4331.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
2025-02-16 12:59:35,104703523,10848207,0.0,0.0,Code.exe,"msedge.exe,python.exe,OneDrive.exe,svchost.exe,Code.exe,Discord.exe"
